run_id,candidate,airlight_mode,depth_mode,granularity,target_coverage,actual_coverage,count,mean_psnr_delta,median_psnr_delta,p5_psnr_delta,p95_psnr_delta,hard_bottom25_psnr_delta,easy_top25_psnr_delta,worst10pct_mean_psnr_delta,best10pct_mean_psnr_delta,worst10img_mean_psnr_delta,best10img_mean_psnr_delta,mean_ssim_delta,positive_ratio,non_degradation_ratio_delta_ge_-0.01,strong_reference_cut_psnr,strong_reference_count,strong_regression_count_delta_le_-0.05,worst_regression_count_delta_le_-0.20,true_vs_zero_surplus,true_vs_shuffle_surplus,true_vs_normal_surplus
v32_ctdg_diag_wg18_base_s008_b14_seed3407_f0,wg18_base_s008_b14,fallback,invert,image,25.0,0.25,600,0.07054497184328111,0.0,0.0,0.3909038968958562,0.0465516991981314,0.09113558370214851,0.0,0.41503259652855923,0.0,0.5926919195401552,7.802844047546387e-06,0.25,1.0,42.755946791850995,150,0,0,0.04067740691850681,0.03658264150373805,0.03763072292992457
v32_ctdg_diag_wg18_base_s008_b14_seed3407_f0,wg18_base_s008_b14,fallback,invert,image,40.0,0.4,600,0.0853551415989879,0.0,0.0,0.3909038968958562,0.06314401321670568,0.10348555119748658,0.0,0.41503259652855923,0.0,0.5926919195401552,9.268919626871744e-06,0.4,1.0,42.755946791850995,150,0,0,0.050198867365959146,0.04469751140928512,0.04610470223118265
v32_ctdg_diag_wg18_base_s008_b14_seed3407_f0,wg18_base_s008_b14,fallback,invert,image,60.0,0.6,600,0.0925682675771196,0.03608089722972885,0.0,0.3909038968958562,0.07170802395548063,0.11107324783153734,0.0,0.41503259652855923,0.0,0.5926919195401552,9.625554084777833e-06,0.6,1.0,42.755946791850995,150,0,0,0.0564711879745928,0.050370589426195,0.05175100383089943
v32_ctdg_diag_wg18_base_s008_b14_seed3407_f0,wg18_base_s008_b14,fallback,invert,image,80.0,0.605,600,0.09257787768611203,0.03608089722972885,0.0,0.3909038968958562,0.07170802395548063,0.11107431681722166,0.0,0.41503259652855923,0.0,0.5926919195401552,9.564061959584555e-06,0.605,1.0,42.755946791850995,150,0,0,0.056480798083585235,0.05038019953518744,0.05176061393989186
v32_ctdg_diag_wg18_base_s008_b14_seed3407_f0,wg18_base_s008_b14,fallback,invert,image,100.0,0.605,600,0.09257787768611203,0.03608089722972885,0.0,0.3909038968958562,0.07170802395548063,0.11107431681722166,0.0,0.41503259652855923,0.0,0.5926919195401552,9.564061959584555e-06,0.605,1.0,42.755946791850995,150,0,0,0.056480798083585235,0.05038019953518744,0.05176061393989186
v32_ctdg_diag_wg18_base_s008_b14_seed3407_f0,wg18_base_s008_b14,fallback,zero,image,25.0,0.25,600,0.029867564924774298,0.0,0.0,0.16415982487863978,0.03194607921564007,0.033321947594259174,0.0,0.18226839471950468,0.0,0.3003883853733186,4.327893257141113e-06,0.25,1.0,42.755946791850995,150,0,0,,,
v32_ctdg_diag_wg18_base_s008_b14_seed3407_f0,wg18_base_s008_b14,fallback,zero,image,40.0,0.4,600,0.03515627423302875,0.0,0.0,0.16415982487863978,0.03643884847478892,0.03943694094612321,0.0,0.18226839471950468,0.0,0.3003883853733186,5.172292391459147e-06,0.4,1.0,42.755946791850995,150,0,0,,,
v32_ctdg_diag_wg18_base_s008_b14_seed3407_f0,wg18_base_s008_b14,fallback,zero,image,60.0,0.5166666666666667,600,0.036097079602526796,0.0019264222978954137,0.0,0.16415982487863978,0.03705183852537599,0.04074010687418583,0.0,0.18226839471950468,0.0,0.3003883853733186,4.675189654032389e-06,0.5166666666666667,1.0,42.755946791850995,150,0,0,,,
v32_ctdg_diag_wg18_base_s008_b14_seed3407_f0,wg18_base_s008_b14,fallback,zero,image,80.0,0.5166666666666667,600,0.036097079602526796,0.0019264222978954137,0.0,0.16415982487863978,0.03705183852537599,0.04074010687418583,0.0,0.18226839471950468,0.0,0.3003883853733186,4.675189654032389e-06,0.5166666666666667,1.0,42.755946791850995,150,0,0,,,
v32_ctdg_diag_wg18_base_s008_b14_seed3407_f0,wg18_base_s008_b14,fallback,zero,image,100.0,0.5166666666666667,600,0.036097079602526796,0.0019264222978954137,0.0,0.16415982487863978,0.03705183852537599,0.04074010687418583,0.0,0.18226839471950468,0.0,0.3003883853733186,4.675189654032389e-06,0.5166666666666667,1.0,42.755946791850995,150,0,0,,,
v32_ctdg_diag_wg18_base_s008_b14_seed3407_f0,wg18_base_s008_b14,fallback,shuffle,image,25.0,0.25,600,0.03396233033954306,0.0,0.0,0.1962491627331718,0.03222620535945772,0.040977534830394687,0.0,0.20664634973668974,0.0,0.3328364311418824,4.7246615091959635e-06,0.25,1.0,42.755946791850995,150,0,0,,,
v32_ctdg_diag_wg18_base_s008_b14_seed3407_f0,wg18_base_s008_b14,fallback,shuffle,image,40.0,0.4,600,0.040657630189702774,0.0,0.0,0.1962491627331718,0.038098021223039735,0.04868610456635342,0.0,0.20664634973668974,0.0,0.3328364311418824,6.0073534647623695e-06,0.4,1.0,42.755946791850995,150,0,0,,,
v32_ctdg_diag_wg18_base_s008_b14_seed3407_f0,wg18_base_s008_b14,fallback,shuffle,image,60.0,0.5333333333333333,600,0.042197678150924595,0.005533943954723952,0.0,0.1962491627331718,0.03908859898839767,0.0506373827351508,0.0,0.20664634973668974,0.0,0.3328364311418824,5.88605801264445e-06,0.5333333333333333,1.0,42.755946791850995,150,0,0,,,
v32_ctdg_diag_wg18_base_s008_b14_seed3407_f0,wg18_base_s008_b14,fallback,shuffle,image,80.0,0.5333333333333333,600,0.042197678150924595,0.005533943954723952,0.0,0.1962491627331718,0.03908859898839767,0.0506373827351508,0.0,0.20664634973668974,0.0,0.3328364311418824,5.88605801264445e-06,0.5333333333333333,1.0,42.755946791850995,150,0,0,,,
v32_ctdg_diag_wg18_base_s008_b14_seed3407_f0,wg18_base_s008_b14,fallback,shuffle,image,100.0,0.5333333333333333,600,0.042197678150924595,0.005533943954723952,0.0,0.1962491627331718,0.03908859898839767,0.0506373827351508,0.0,0.20664634973668974,0.0,0.3328364311418824,5.88605801264445e-06,0.5333333333333333,1.0,42.755946791850995,150,0,0,,,
v32_ctdg_diag_wg18_base_s008_b14_seed3407_f0,wg18_base_s008_b14,fallback,normal,image,25.0,0.25,600,0.032914248913356536,0.0,0.0,0.17907519855996892,0.03159836672952899,0.03871890786347426,0.0,0.19845020450065937,0.0,0.3204324779521365,5.474388599395752e-06,0.25,1.0,42.755946791850995,150,0,0,,,
v32_ctdg_diag_wg18_base_s008_b14_seed3407_f0,wg18_base_s008_b14,fallback,normal,image,40.0,0.4,600,0.03925043936780525,0.0,0.0,0.17907519855996892,0.03764024864234749,0.04717565140810805,0.0,0.19845020450065937,0.0,0.3204324779521365,6.690124670664469e-06,0.4,1.0,42.755946791850995,150,0,0,,,
v32_ctdg_diag_wg18_base_s008_b14_seed3407_f0,wg18_base_s008_b14,fallback,normal,image,60.0,0.5283333333333333,600,0.04081726374622017,0.004268196130070123,0.0,0.17907519855996892,0.0386104155660554,0.048885140447709245,0.0,0.19845020450065937,0.0,0.3204324779521365,7.185737291971843e-06,0.5283333333333333,1.0,42.755946791850995,150,0,0,,,
v32_ctdg_diag_wg18_base_s008_b14_seed3407_f0,wg18_base_s008_b14,fallback,normal,image,80.0,0.5283333333333333,600,0.04081726374622017,0.004268196130070123,0.0,0.17907519855996892,0.0386104155660554,0.048885140447709245,0.0,0.19845020450065937,0.0,0.3204324779521365,7.185737291971843e-06,0.5283333333333333,1.0,42.755946791850995,150,0,0,,,
v32_ctdg_diag_wg18_base_s008_b14_seed3407_f0,wg18_base_s008_b14,fallback,normal,image,100.0,0.5283333333333333,600,0.04081726374622017,0.004268196130070123,0.0,0.17907519855996892,0.0386104155660554,0.048885140447709245,0.0,0.19845020450065937,0.0,0.3204324779521365,7.185737291971843e-06,0.5283333333333333,1.0,42.755946791850995,150,0,0,,,
v32_ctdg_diag_wg18_base_s008_b14_seed3407_f0,wg18_base_s008_b14,gt,invert,image,25.0,0.25,600,0.06518009605664696,0.0,0.0,0.3595657673212701,0.042731792897131866,0.0840109771329538,0.0,0.3809003380970818,0.0,0.5462274650521209,7.436474164326986e-06,0.25,1.0,42.755946791850995,150,0,0,0.03707641042216588,0.03345438755989152,0.03444269881351091
v32_ctdg_diag_wg18_base_s008_b14_seed3407_f0,wg18_base_s008_b14,gt,invert,image,40.0,0.4,600,0.07875258152969818,0.0,0.0,0.3595657673212701,0.05856729983596367,0.09499817081814309,0.0,0.3809003380970818,0.0,0.5462274650521209,9.599725405375163e-06,0.4,1.0,42.755946791850995,150,0,0,0.04580762440439986,0.041042824597619175,0.042307236762679
v32_ctdg_diag_wg18_base_s008_b14_seed3407_f0,wg18_base_s008_b14,gt,invert,image,60.0,0.5983333333333334,600,0.08522212203488448,0.03196131877606945,0.0,0.3595657673212701,0.06618385846465381,0.10156851030024522,0.0,0.3809003380970818,0.0,0.5462274650521209,9.494622548421223e-06,0.5983333333333334,1.0,42.755946791850995,150,0,0,0.051501994462308937,0.04605532087676902,0.047398486074741994
v32_ctdg_diag_wg18_base_s008_b14_seed3407_f0,wg18_base_s008_b14,gt,invert,image,80.0,0.5983333333333334,600,0.08522212203488448,0.03196131877606945,0.0,0.3595657673212701,0.06618385846465381,0.10156851030024522,0.0,0.3809003380970818,0.0,0.5462274650521209,9.494622548421223e-06,0.5983333333333334,1.0,42.755946791850995,150,0,0,0.051501994462308937,0.04605532087676902,0.047398486074741994
v32_ctdg_diag_wg18_base_s008_b14_seed3407_f0,wg18_base_s008_b14,gt,invert,image,100.0,0.5983333333333334,600,0.08522212203488448,0.03196131877606945,0.0,0.3595657673212701,0.06618385846465381,0.10156851030024522,0.0,0.3809003380970818,0.0,0.5462274650521209,9.494622548421223e-06,0.5983333333333334,1.0,42.755946791850995,150,0,0,0.051501994462308937,0.04605532087676902,0.047398486074741994
v32_ctdg_diag_wg18_base_s008_b14_seed3407_f0,wg18_base_s008_b14,gt,zero,image,25.0,0.25,600,0.028103685634481075,0.0,0.0,0.15572512160014357,0.030390596532508144,0.03141557367656328,0.0,0.172651782140996,0.0,0.2888621356611701,4.2153398195902505e-06,0.25,1.0,42.755946791850995,150,0,0,,,
v32_ctdg_diag_wg18_base_s008_b14_seed3407_f0,wg18_base_s008_b14,gt,zero,image,40.0,0.4,600,0.03294495712529832,0.0,0.0,0.15572512160014357,0.035045293151708394,0.036418236548294375,0.0,0.172651782140996,0.0,0.2888621356611701,5.177855491638184e-06,0.4,1.0,42.755946791850995,150,0,0,,,
v32_ctdg_diag_wg18_base_s008_b14_seed3407_f0,wg18_base_s008_b14,gt,zero,image,60.0,0.51,600,0.033720127572575545,0.0013122972902124275,0.0,0.15572512160014357,0.035478232488964,0.03727845868495516,0.0,0.172651782140996,0.0,0.2888621356611701,4.3387214342753095e-06,0.51,1.0,42.755946791850995,150,0,0,,,
v32_ctdg_diag_wg18_base_s008_b14_seed3407_f0,wg18_base_s008_b14,gt,zero,image,80.0,0.51,600,0.033720127572575545,0.0013122972902124275,0.0,0.15572512160014357,0.035478232488964,0.03727845868495516,0.0,0.172651782140996,0.0,0.2888621356611701,4.3387214342753095e-06,0.51,1.0,42.755946791850995,150,0,0,,,
v32_ctdg_diag_wg18_base_s008_b14_seed3407_f0,wg18_base_s008_b14,gt,zero,image,100.0,0.51,600,0.033720127572575545,0.0013122972902124275,0.0,0.15572512160014357,0.035478232488964,0.03727845868495516,0.0,0.172651782140996,0.0,0.2888621356611701,4.3387214342753095e-06,0.51,1.0,42.755946791850995,150,0,0,,,
v32_ctdg_diag_wg18_base_s008_b14_seed3407_f0,wg18_base_s008_b14,gt,shuffle,image,25.0,0.25,600,0.03172570849675544,0.0,0.0,0.17645104016855792,0.030504550484561646,0.03784109722242855,0.0,0.1926184873327155,0.0,0.31690662048929286,5.1489472389221194e-06,0.25,1.0,42.755946791850995,150,0,0,,,
v32_ctdg_diag_wg18_base_s008_b14_seed3407_f0,wg18_base_s008_b14,gt,shuffle,image,40.0,0.4,600,0.037709756932079,0.0,0.0,0.17645104016855792,0.0362536003262777,0.04436929132067666,0.0,0.1926184873327155,0.0,0.31690662048929286,6.187160809834798e-06,0.4,1.0,42.755946791850995,150,0,0,,,
v32_ctdg_diag_wg18_base_s008_b14_seed3407_f0,wg18_base_s008_b14,gt,shuffle,image,60.0,0.5283333333333333,600,0.03916680115811546,0.004614710173697745,0.0,0.17645104016855792,0.03723655669299935,0.04602116761894275,0.0,0.1926184873327155,0.0,0.31690662048929286,5.581279595692953e-06,0.5283333333333333,1.0,42.755946791850995,150,0,0,,,
v32_ctdg_diag_wg18_base_s008_b14_seed3407_f0,wg18_base_s008_b14,gt,shuffle,image,80.0,0.5283333333333333,600,0.03916680115811546,0.004614710173697745,0.0,0.17645104016855792,0.03723655669299935,0.04602116761894275,0.0,0.1926184873327155,0.0,0.31690662048929286,5.581279595692953e-06,0.5283333333333333,1.0,42.755946791850995,150,0,0,,,
v32_ctdg_diag_wg18_base_s008_b14_seed3407_f0,wg18_base_s008_b14,gt,shuffle,image,100.0,0.5283333333333333,600,0.03916680115811546,0.004614710173697745,0.0,0.17645104016855792,0.03723655669299935,0.04602116761894275,0.0,0.1926184873327155,0.0,0.31690662048929286,5.581279595692953e-06,0.5283333333333333,1.0,42.755946791850995,150,0,0,,,
v32_ctdg_diag_wg18_base_s008_b14_seed3407_f0,wg18_base_s008_b14,gt,normal,image,25.0,0.25,600,0.030737397243136046,0.0,0.0,0.16180902063453478,0.030350804847260566,0.03623482561152789,0.0,0.18628594832397288,0.0,0.305026512680346,5.64118226369222e-06,0.25,1.0,42.755946791850995,150,0,0,,,
v32_ctdg_diag_wg18_base_s008_b14_seed3407_f0,wg18_base_s008_b14,gt,normal,image,40.0,0.4,600,0.036445344767019175,0.0,0.0,0.16180902063453478,0.03585529214054397,0.04279970076543075,0.0,0.18628594832397288,0.0,0.305026512680346,7.182657718658447e-06,0.4,1.0,42.755946791850995,150,0,0,,,
v32_ctdg_diag_wg18_base_s008_b14_seed3407_f0,wg18_base_s008_b14,gt,normal,image,60.0,0.5266666666666666,600,0.03782363596014249,0.003985099416603077,0.0,0.16180902063453478,0.03674419382963611,0.04438520768406017,0.0,0.18628594832397288,0.0,0.305026512680346,6.472667058308919e-06,0.5266666666666666,1.0,42.755946791850995,150,0,0,,,
v32_ctdg_diag_wg18_base_s008_b14_seed3407_f0,wg18_base_s008_b14,gt,normal,image,80.0,0.5266666666666666,600,0.03782363596014249,0.003985099416603077,0.0,0.16180902063453478,0.03674419382963611,0.04438520768406017,0.0,0.18628594832397288,0.0,0.305026512680346,6.472667058308919e-06,0.5266666666666666,1.0,42.755946791850995,150,0,0,,,
v32_ctdg_diag_wg18_base_s008_b14_seed3407_f0,wg18_base_s008_b14,gt,normal,image,100.0,0.5266666666666666,600,0.03782363596014249,0.003985099416603077,0.0,0.16180902063453478,0.03674419382963611,0.04438520768406017,0.0,0.18628594832397288,0.0,0.305026512680346,6.472667058308919e-06,0.5266666666666666,1.0,42.755946791850995,150,0,0,,,
v32_ctdg_diag_wg18_base_s008_b14_seed3407_f0,wg18_base_s008_b14,fallback,invert,patch,25.0,0.2431505108065903,600,0.11962993146079665,0.09601877517144786,0.016538169503505173,0.3187526357538231,0.07839021408875878,0.15776410311912267,0.01369738530055636,0.3391012786985127,0.0019386139780749544,0.4487200594941271,3.0088424682617188e-05,0.9983333333333333,1.0,42.755946791850995,150,0,0,0.054583381029146935,0.047973894918137305,0.04981864616443986
v32_ctdg_diag_wg18_base_s008_b14_seed3407_f0,wg18_base_s008_b14,fallback,invert,patch,40.0,0.3747507312335074,600,0.14032598533823593,0.11047003822014645,0.01695334914852644,0.3905407945345584,0.09304983705759855,0.18380571527256961,0.014246600216162798,0.41282888406816853,0.0019386139780749544,0.5425419025815501,3.955990076065064e-05,0.9983333333333333,1.0,42.755946791850995,150,0,0,0.06655810854391558,0.05838882261410007,0.06054487311090696
v32_ctdg_diag_wg18_base_s008_b14_seed3407_f0,wg18_base_s008_b14,fallback,invert,patch,60.0,0.49749793429548544,600,0.1500521814765041,0.11508227905630974,0.01695334914852644,0.4356322417101824,0.10022369719478029,0.19607503238883234,0.014304133927942312,0.4524355717749782,0.0019386139780749544,0.5989658667118618,4.571626583735148e-05,0.9983333333333333,1.0,42.755946791850995,150,0,0,0.07265930625134853,0.06359403192698126,0.06589674424746259
v32_ctdg_diag_wg18_base_s008_b14_seed3407_f0,wg18_base_s008_b14,fallback,invert,patch,80.0,0.5392465983765821,600,0.152037754651772,0.11589329903207357,0.01695334914852644,0.4431884556030643,0.10224454624470997,0.19774118503333515,0.014304133927942312,0.46236545965712317,0.0019386139780749544,0.6177137778654398,4.742066065470378e-05,0.9983333333333333,1.0,42.755946791850995,150,0,0,0.07404872402594265,0.06477402823934064,0.06709840613111441
v32_ctdg_diag_wg18_base_s008_b14_seed3407_f0,wg18_base_s008_b14,fallback,invert,patch,100.0,0.5440606642700732,600,0.15225490273372436,0.11589329903207357,0.01695334914852644,0.4431884556030643,0.10272078598593912,0.19779535496372033,0.014304133927942312,0.46380213828863986,0.0019386139780749544,0.6184448397680015,4.76341446240743e-05,0.9983333333333333,1.0,42.755946791850995,150,0,0,0.07422171111281857,0.06492925765371353,0.06726038032670796
v32_ctdg_diag_wg18_base_s008_b14_seed3407_f0,wg18_base_s008_b14,fallback,invert,pixel,25.0,0.2458166975900531,600,0.14667350350185376,0.1225383759033889,0.02414016946255515,0.3598691005353376,0.08709602574541452,0.2057309131514357,0.022440844079567177,0.3865754343442223,0.007764705294760432,0.5081204621143165,8.765180905659993e-05,1.0,1.0,42.755946791850995,150,0,0,0.06526823672983727,0.05689270196247624,0.05919954211836169
v32_ctdg_diag_wg18_base_s008_b14_seed3407_f0,wg18_base_s008_b14,fallback,invert,pixel,40.0,0.3792518144970139,600,0.16841515498219767,0.13916266687587964,0.025521821259101428,0.4350814814796358,0.10186965791264088,0.23462379731245742,0.02360000721683851,0.4607267192577743,0.007791049690023399,0.5975441725880735,0.00010253151257832845,1.0,1.0,42.755946791850995,150,0,0,0.07800617162355904,0.06784130477527583,0.07049550544978257
v32_ctdg_diag_wg18_base_s008_b14_seed3407_f0,wg18_base_s008_b14,fallback,invert,pixel,60.0,0.49729875069111584,600,0.1771319436900624,0.14366007990070173,0.025700278726943537,0.4785662817327587,0.10904482636208357,0.2452080880123473,0.023773962433385223,0.4968563172249105,0.007791049690023399,0.6503503487613898,0.0001078912615776062,1.0,1.0,42.755946791850995,150,0,0,0.08368764438955291,0.0727110652724042,0.07545661862747355
v32_ctdg_diag_wg18_base_s008_b14_seed3407_f0,wg18_base_s008_b14,fallback,invert,pixel,80.0,0.5270820391302308,600,0.17840951930695567,0.1440698595420642,0.025700278726943537,0.4816016674574921,0.11077871895225741,0.24595538721218588,0.02377863476711462,0.5026674971078631,0.007791049690023399,0.6594221117351686,0.00010811130205790202,1.0,1.0,42.755946791850995,150,0,0,0.08462083272221742,0.07353058554996228,0.07629744318847048
v32_ctdg_diag_wg18_base_s008_b14_seed3407_f0,wg18_base_s008_b14,fallback,invert,pixel,100.0,0.5292023846631249,600,0.17850175846291613,0.1440698595420642,0.025700278726943537,0.4816016674574921,0.11104961371112422,0.24595538721218588,0.02377863476711462,0.5030055829130268,0.007791049690023399,0.6594587817555322,0.00010799249013264974,1.0,1.0,42.755946791850995,150,0,0,0.08469454735868649,0.07359993337859191,0.07636738807373306
v32_ctdg_diag_wg18_base_s008_b14_seed3407_f0,wg18_base_s008_b14,fallback,zero,patch,25.0,0.24323728160001337,600,0.06504655043164971,0.05542318932423207,0.010654798989783032,0.15408297508337251,0.05293556645004484,0.07661155160221289,0.009352399650831582,0.17574348819470717,0.001239765355862943,0.2680449100493174,2.2658308347066242e-05,0.9983333333333333,1.0,42.755946791850995,150,0,0,,,
v32_ctdg_diag_wg18_base_s008_b14_seed3407_f0,wg18_base_s008_b14,fallback,zero,patch,40.0,0.3719398597224305,600,0.07376787679432034,0.061804582985775625,0.010654612964013311,0.18055322148899897,0.060574709206183124,0.0862563708594944,0.009720393686295499,0.20265295102117864,0.001253233608358073,0.308993092763464,2.8299689292907716e-05,0.9983333333333333,1.0,42.755946791850995,150,0,0,,,
v32_ctdg_diag_wg18_base_s008_b14_seed3407_f0,wg18_base_s008_b14,fallback,zero,patch,60.0,0.47779796360371013,600,0.07739287522515556,0.06355607834559507,0.010654612964013311,0.1914058350143452,0.06370076554945904,0.09021895349911176,0.00976184306376305,0.2177966104596223,0.001253233608358073,0.33216042814341196,3.141731023788452e-05,0.9983333333333333,1.0,42.755946791850995,150,0,0,,,
v32_ctdg_diag_wg18_base_s008_b14_seed3407_f0,wg18_base_s008_b14,fallback,zero,patch,80.0,0.5017978854818891,600,0.07798903062582935,0.0636330920515924,0.010654612964013311,0.19306189229113804,0.0644467895276411,0.09066635537934317,0.00976184306376305,0.22171145308746626,0.001253233608358073,0.33816483494273086,3.197332223256429e-05,0.9983333333333333,1.0,42.755946791850995,150,0,0,,,
v32_ctdg_diag_wg18_base_s008_b14_seed3407_f0,wg18_base_s008_b14,fallback,zero,patch,100.0,0.5034911390983811,600,0.07803319162090579,0.0636330920515924,0.010654612964013311,0.19306189229113804,0.06457323275019547,0.09067292498792895,0.00976184306376305,0.22201357571316033,0.001253233608358073,0.3384499203199553,3.2005210717519127e-05,0.9983333333333333,1.0,42.755946791850995,150,0,0,,,
v32_ctdg_diag_wg18_base_s008_b14_seed3407_f0,wg18_base_s008_b14,fallback,zero,pixel,25.0,0.245837507173419,600,0.0814052667720165,0.07447922091176551,0.015836675276636215,0.18246496475332485,0.060319189579801105,0.09999612583262206,0.01515886202583386,0.19992838520009143,0.005252492957870914,0.29478872589215255,5.878736575444539e-05,1.0,1.0,42.755946791850995,150,0,0,,,
v32_ctdg_diag_wg18_base_s008_b14_seed3407_f0,wg18_base_s008_b14,fallback,zero,pixel,40.0,0.37797263892988364,600,0.09040898335863863,0.08161305134917285,0.016576635117241167,0.20718422051364413,0.06802695888246861,0.11035086072413189,0.015838086007136334,0.22789875328655076,0.005253631077994925,0.33352975381139344,6.741513808568319e-05,1.0,1.0,42.755946791850995,150,0,0,,,
v32_ctdg_diag_wg18_base_s008_b14_seed3407_f0,wg18_base_s008_b14,fallback,zero,pixel,60.0,0.47745542955895265,600,0.0934442993005095,0.08252742598893903,0.016576635117241167,0.22151445927001162,0.07103144011129013,0.11348266237783244,0.015914570152140862,0.24071736003314187,0.005253631077994925,0.3559528769738982,7.003645102183024e-05,1.0,1.0,42.755946791850995,150,0,0,,,
v32_ctdg_diag_wg18_base_s008_b14_seed3407_f0,wg18_base_s008_b14,fallback,zero,pixel,80.0,0.4932093117882808,600,0.09378868658473825,0.08263572977951483,0.016576635117241167,0.22308725804381452,0.07160380623998792,0.11366008779709712,0.01592100704971108,0.24303514650821434,0.005253631077994925,0.3608577178473794,6.987035274505615e-05,1.0,1.0,42.755946791850995,150,0,0,,,
v32_ctdg_diag_wg18_base_s008_b14_seed3407_f0,wg18_base_s008_b14,fallback,zero,pixel,100.0,0.49390181226034957,600,0.09380721110422964,0.08263572977951483,0.016576635117241167,0.22308725804381452,0.07167521594858942,0.11366008779709712,0.01592100704971108,0.24317937592877262,0.005253631077994925,0.360898015461121,6.983200709025065e-05,1.0,1.0,42.755946791850995,150,0,0,,,
v32_ctdg_diag_wg18_base_s008_b14_seed3407_f0,wg18_base_s008_b14,fallback,shuffle,patch,25.0,0.24303070184153816,600,0.07165603654265934,0.06310603897268408,0.012076331065286184,0.17320626408756784,0.05510112706422838,0.08838102969046815,0.01032703736639912,0.1923362528651951,0.0016492844035411736,0.2942861693196576,2.4397671222686767e-05,0.9983333333333333,1.0,42.755946791850995,150,0,0,,,
