strategy,split,domain_group,count,a0_psnr_mean,udp_delta_psnr_mean,oracle_best_alpha_delta_psnr_mean,luma_mean,sky_proxy_ratio_mean,gradient_mean
sky_tertiles,train_inner,sky_high,800,37.264501960277556,-0.08923325777053832,0.869151873588562,0.6543515039980412,0.5183572255859376,0.021066274075419642
sky_tertiles,train_inner,sky_low,800,42.397790853977206,-0.611727637052536,0.8172654724121093,0.4630360540747642,0.10445737483723959,0.024861558934208005
sky_tertiles,train_inner,sky_mid,800,40.399147005081176,-0.2569369912147522,0.8812946391105652,0.5530616257339716,0.2862215701497396,0.026691821279237048
sky_tertiles,val_hard,sky_high,179,33.808665760402576,0.22011772880341088,0.8534691347090225,0.6746046759562785,0.5371942853817505,0.021623033405848723
sky_tertiles,val_hard,sky_low,31,35.19126061470278,0.6510510598459551,1.2702805303758191,0.5206547100697795,0.0963523185483871,0.02587524726386032
sky_tertiles,val_hard,sky_mid,90,34.79197023179796,0.7580556445651584,1.1942827436659071,0.5641506678528256,0.29804729745370373,0.02735331606430312
sky_tertiles,val_regular,sky_high,105,36.91877119881766,-0.29849688212076825,0.7440990811302548,0.6572847826140268,0.5162826822916666,0.02060234992809239
sky_tertiles,val_regular,sky_low,99,42.123199790415136,-0.557678126325511,0.8774650072810626,0.46694244233646776,0.10471922348484848,0.026233663989437953
sky_tertiles,val_regular,sky_mid,96,39.52177353700002,-0.04222273826599121,0.916421631971995,0.5598443349202474,0.29336583658854165,0.02542950932790215
sky_tertiles,train_inner,sky_high,800,37.264501960277556,-0.08923325777053832,0.869151873588562,0.6543515039980412,0.5183572255859376,0.021066274075419642
sky_tertiles,train_inner,sky_low,800,42.397790853977206,-0.611727637052536,0.8172654724121093,0.4630360540747642,0.10445737483723959,0.024861558934208005
sky_tertiles,train_inner,sky_mid,800,40.399147005081176,-0.2569369912147522,0.8812946391105652,0.5530616257339716,0.2862215701497396,0.026691821279237048
sky_tertiles,val_hard,sky_high,179,33.808665760402576,0.22011772880341088,0.8534691347090225,0.6746046759562785,0.5371942853817505,0.021623033405848723
sky_tertiles,val_hard,sky_low,31,35.19126061470278,0.6510510598459551,1.2702805303758191,0.5206547100697795,0.0963523185483871,0.02587524726386032
sky_tertiles,val_hard,sky_mid,90,34.79197023179796,0.7580556445651584,1.1942827436659071,0.5641506678528256,0.29804729745370373,0.02735331606430312
sky_tertiles,val_regular,sky_high,105,36.91877119881766,-0.29849688212076825,0.7440990811302548,0.6572847826140268,0.5162826822916666,0.02060234992809239
sky_tertiles,val_regular,sky_low,99,42.123199790415136,-0.557678126325511,0.8774650072810626,0.46694244233646776,0.10471922348484848,0.026233663989437953
sky_tertiles,val_regular,sky_mid,96,39.52177353700002,-0.04222273826599121,0.916421631971995,0.5598443349202474,0.29336583658854165,0.02542950932790215
sky_tertiles,train_inner,sky_high,800,37.264501960277556,-0.08923325777053832,0.869151873588562,0.6543515039980412,0.5183572255859376,0.021066274075419642
sky_tertiles,train_inner,sky_low,800,42.397790853977206,-0.611727637052536,0.8172654724121093,0.4630360540747642,0.10445737483723959,0.024861558934208005
sky_tertiles,train_inner,sky_mid,800,40.399147005081176,-0.2569369912147522,0.8812946391105652,0.5530616257339716,0.2862215701497396,0.026691821279237048
sky_tertiles,val_hard,sky_high,179,33.808665760402576,0.22011772880341088,0.8534691347090225,0.6746046759562785,0.5371942853817505,0.021623033405848723
sky_tertiles,val_hard,sky_low,31,35.19126061470278,0.6510510598459551,1.2702805303758191,0.5206547100697795,0.0963523185483871,0.02587524726386032
sky_tertiles,val_hard,sky_mid,90,34.79197023179796,0.7580556445651584,1.1942827436659071,0.5641506678528256,0.29804729745370373,0.02735331606430312
sky_tertiles,val_regular,sky_high,105,36.91877119881766,-0.29849688212076825,0.7440990811302548,0.6572847826140268,0.5162826822916666,0.02060234992809239
sky_tertiles,val_regular,sky_low,99,42.123199790415136,-0.557678126325511,0.8774650072810626,0.46694244233646776,0.10471922348484848,0.026233663989437953
sky_tertiles,val_regular,sky_mid,96,39.52177353700002,-0.04222273826599121,0.916421631971995,0.5598443349202474,0.29336583658854165,0.02542950932790215
luma_sky_2x2,train_inner,luma_high__sky_high,1021,37.83279215507246,-0.12942400268196008,0.8553325585823919,0.6448346238061566,0.4765013928848351,0.022232514388775354
luma_sky_2x2,train_inner,luma_high__sky_low,179,39.574295320990366,-0.34383546839879214,0.8735051501396648,0.5861267364224908,0.21024286691108007,0.02804459095542324
luma_sky_2x2,train_inner,luma_low__sky_high,179,40.31802584472315,-0.254206066025036,0.9995529025626582,0.5267624002595187,0.3484109127676909,0.02344954099672633
luma_sky_2x2,train_inner,luma_low__sky_low,1021,42.23422681339574,-0.5162849827914934,0.8282053421573471,0.46892854130583345,0.13782760799257265,0.02564042764027164
luma_sky_2x2,val_hard,luma_high__sky_high,210,33.97906063624791,0.3331460771106538,0.9096199217296782,0.666469696306047,0.5049146403769841,0.022200956973912462
luma_sky_2x2,val_hard,luma_high__sky_low,20,33.7904577255249,0.5085776329040528,0.9679300308227539,0.5913636684417725,0.1857604296875,0.027885211957618596
luma_sky_2x2,val_hard,luma_low__sky_high,24,34.85899559656779,0.9053547382354736,1.333998680114746,0.5260186915596327,0.3491708333333333,0.024473061979127426
luma_sky_2x2,val_hard,luma_low__sky_low,46,35.34629975194516,0.5640852554984714,1.2443557822186013,0.5056029331424962,0.1704689707880435,0.0288520739008875
luma_sky_2x2,val_regular,luma_high__sky_high,136,37.08733959758983,-0.1792183483348173,0.7983243184931138,0.6466995951007394,0.4718630935968137,0.02166306830066092
luma_sky_2x2,val_regular,luma_high__sky_low,19,38.638328652632865,0.41478980214972244,1.1083907077186985,0.5828958436062461,0.2040360197368421,0.03115613170360264
luma_sky_2x2,val_regular,luma_low__sky_high,29,40.53293991088867,-0.23981857299804688,0.827044782967403,0.5351455684365898,0.33083960129310347,0.024843661821094053
luma_sky_2x2,val_regular,luma_low__sky_low,116,42.131864893025366,-0.5789505366621346,0.8565524693193107,0.4693264885452287,0.1301344097970546,0.025370710248384495
luma_sky_2x2,train_inner,luma_high__sky_high,1021,37.83279215507246,-0.12942400268196008,0.8553325585823919,0.6448346238061566,0.4765013928848351,0.022232514388775354
luma_sky_2x2,train_inner,luma_high__sky_low,179,39.574295320990366,-0.34383546839879214,0.8735051501396648,0.5861267364224908,0.21024286691108007,0.02804459095542324
luma_sky_2x2,train_inner,luma_low__sky_high,179,40.31802584472315,-0.254206066025036,0.9995529025626582,0.5267624002595187,0.3484109127676909,0.02344954099672633
luma_sky_2x2,train_inner,luma_low__sky_low,1021,42.23422681339574,-0.5162849827914934,0.8282053421573471,0.46892854130583345,0.13782760799257265,0.02564042764027164
luma_sky_2x2,val_hard,luma_high__sky_high,210,33.97906063624791,0.3331460771106538,0.9096199217296782,0.666469696306047,0.5049146403769841,0.022200956973912462
luma_sky_2x2,val_hard,luma_high__sky_low,20,33.7904577255249,0.5085776329040528,0.9679300308227539,0.5913636684417725,0.1857604296875,0.027885211957618596
luma_sky_2x2,val_hard,luma_low__sky_high,24,34.85899559656779,0.9053547382354736,1.333998680114746,0.5260186915596327,0.3491708333333333,0.024473061979127426
luma_sky_2x2,val_hard,luma_low__sky_low,46,35.34629975194516,0.5640852554984714,1.2443557822186013,0.5056029331424962,0.1704689707880435,0.0288520739008875
luma_sky_2x2,val_regular,luma_high__sky_high,136,37.08733959758983,-0.1792183483348173,0.7983243184931138,0.6466995951007394,0.4718630935968137,0.02166306830066092
luma_sky_2x2,val_regular,luma_high__sky_low,19,38.638328652632865,0.41478980214972244,1.1083907077186985,0.5828958436062461,0.2040360197368421,0.03115613170360264
luma_sky_2x2,val_regular,luma_low__sky_high,29,40.53293991088867,-0.23981857299804688,0.827044782967403,0.5351455684365898,0.33083960129310347,0.024843661821094053
luma_sky_2x2,val_regular,luma_low__sky_low,116,42.131864893025366,-0.5789505366621346,0.8565524693193107,0.4693264885452287,0.1301344097970546,0.025370710248384495
luma_sky_2x2,train_inner,luma_high__sky_high,1021,37.83279215507246,-0.12942400268196008,0.8553325585823919,0.6448346238061566,0.4765013928848351,0.022232514388775354
luma_sky_2x2,train_inner,luma_high__sky_low,179,39.574295320990366,-0.34383546839879214,0.8735051501396648,0.5861267364224908,0.21024286691108007,0.02804459095542324
luma_sky_2x2,train_inner,luma_low__sky_high,179,40.31802584472315,-0.254206066025036,0.9995529025626582,0.5267624002595187,0.3484109127676909,0.02344954099672633
luma_sky_2x2,train_inner,luma_low__sky_low,1021,42.23422681339574,-0.5162849827914934,0.8282053421573471,0.46892854130583345,0.13782760799257265,0.02564042764027164
luma_sky_2x2,val_hard,luma_high__sky_high,210,33.97906063624791,0.3331460771106538,0.9096199217296782,0.666469696306047,0.5049146403769841,0.022200956973912462
luma_sky_2x2,val_hard,luma_high__sky_low,20,33.7904577255249,0.5085776329040528,0.9679300308227539,0.5913636684417725,0.1857604296875,0.027885211957618596
luma_sky_2x2,val_hard,luma_low__sky_high,24,34.85899559656779,0.9053547382354736,1.333998680114746,0.5260186915596327,0.3491708333333333,0.024473061979127426
luma_sky_2x2,val_hard,luma_low__sky_low,46,35.34629975194516,0.5640852554984714,1.2443557822186013,0.5056029331424962,0.1704689707880435,0.0288520739008875
luma_sky_2x2,val_regular,luma_high__sky_high,136,37.08733959758983,-0.1792183483348173,0.7983243184931138,0.6466995951007394,0.4718630935968137,0.02166306830066092
luma_sky_2x2,val_regular,luma_high__sky_low,19,38.638328652632865,0.41478980214972244,1.1083907077186985,0.5828958436062461,0.2040360197368421,0.03115613170360264
luma_sky_2x2,val_regular,luma_low__sky_high,29,40.53293991088867,-0.23981857299804688,0.827044782967403,0.5351455684365898,0.33083960129310347,0.024843661821094053
luma_sky_2x2,val_regular,luma_low__sky_low,116,42.131864893025366,-0.5789505366621346,0.8565524693193107,0.4693264885452287,0.1301344097970546,0.025370710248384495
bright_low_sat_2x2,train_inner,luma_high__sat_high,495,39.31841143213137,-0.06428112068561592,0.9502053039242523,0.622653461225105,0.40157197495791247,0.02417052822055841
bright_low_sat_2x2,train_inner,luma_high__sat_low,705,37.23186665798755,-0.22960184516636192,0.7933338138228613,0.6455026573323189,0.4615081811465721,0.022347471635154586
bright_low_sat_2x2,train_inner,luma_low__sat_high,705,42.91483274148711,-0.4261924256669714,0.8850021876341908,0.470912780871628,0.14505424996306146,0.02546159186076822
bright_low_sat_2x2,train_inner,luma_low__sat_low,495,40.57194973724057,-0.5498266528351138,0.8092749123621469,0.48701616122265057,0.20368544428661617,0.025102873125837907
bright_low_sat_2x2,val_hard,luma_high__sat_high,64,33.40292766690254,0.6486335396766663,1.1953505277633667,0.6323897410184145,0.42134664103190106,0.02578947398433229
bright_low_sat_2x2,val_hard,luma_high__sat_low,166,34.17846094843853,0.23264868862657662,0.8064840385712773,0.6705600371561855,0.4986813135353916,0.021502282341426038
bright_low_sat_2x2,val_hard,luma_low__sat_high,23,35.44914229019828,0.882310038027556,1.39507360043733,0.5107033719187197,0.1936326370018116,0.033265705625324146
bright_low_sat_2x2,val_hard,luma_low__sat_low,47,35.047136387926464,0.5826235020414312,1.2163753509521484,0.5135320418692649,0.2503855745789007,0.024456120373562297
bright_low_sat_2x2,val_regular,luma_high__sat_high,61,38.97928047180176,-0.14039224093077612,0.9657602466520716,0.6188381929866603,0.3982606087773224,0.0248029177977902
bright_low_sat_2x2,val_regular,luma_high__sat_low,94,36.17308852013121,-0.08434853655226687,0.7523420820844934,0.6518833637237549,0.4654911486037234,0.02154431708077801
bright_low_sat_2x2,val_regular,luma_low__sat_high,89,42.47710950187083,-0.5689138776800605,0.8681441746400983,0.4802550874399335,0.15809362125468165,0.02681963403154625
bright_low_sat_2x2,val_regular,luma_low__sat_low,56,40.75515784536089,-0.41927974564688547,0.8228491715022496,0.48604270310274195,0.18963585146949405,0.02279502058601273
bright_low_sat_2x2,train_inner,luma_high__sat_high,495,39.31841143213137,-0.06428112068561592,0.9502053039242523,0.622653461225105,0.40157197495791247,0.02417052822055841
bright_low_sat_2x2,train_inner,luma_high__sat_low,705,37.23186665798755,-0.22960184516636192,0.7933338138228613,0.6455026573323189,0.4615081811465721,0.022347471635154586
bright_low_sat_2x2,train_inner,luma_low__sat_high,705,42.91483274148711,-0.4261924256669714,0.8850021876341908,0.470912780871628,0.14505424996306146,0.02546159186076822
bright_low_sat_2x2,train_inner,luma_low__sat_low,495,40.57194973724057,-0.5498266528351138,0.8092749123621469,0.48701616122265057,0.20368544428661617,0.025102873125837907
bright_low_sat_2x2,val_hard,luma_high__sat_high,64,33.40292766690254,0.6486335396766663,1.1953505277633667,0.6323897410184145,0.42134664103190106,0.02578947398433229
bright_low_sat_2x2,val_hard,luma_high__sat_low,166,34.17846094843853,0.23264868862657662,0.8064840385712773,0.6705600371561855,0.4986813135353916,0.021502282341426038
bright_low_sat_2x2,val_hard,luma_low__sat_high,23,35.44914229019828,0.882310038027556,1.39507360043733,0.5107033719187197,0.1936326370018116,0.033265705625324146
bright_low_sat_2x2,val_hard,luma_low__sat_low,47,35.047136387926464,0.5826235020414312,1.2163753509521484,0.5135320418692649,0.2503855745789007,0.024456120373562297
bright_low_sat_2x2,val_regular,luma_high__sat_high,61,38.97928047180176,-0.14039224093077612,0.9657602466520716,0.6188381929866603,0.3982606087773224,0.0248029177977902
bright_low_sat_2x2,val_regular,luma_high__sat_low,94,36.17308852013121,-0.08434853655226687,0.7523420820844934,0.6518833637237549,0.4654911486037234,0.02154431708077801
bright_low_sat_2x2,val_regular,luma_low__sat_high,89,42.47710950187083,-0.5689138776800605,0.8681441746400983,0.4802550874399335,0.15809362125468165,0.02681963403154625
bright_low_sat_2x2,val_regular,luma_low__sat_low,56,40.75515784536089,-0.41927974564688547,0.8228491715022496,0.48604270310274195,0.18963585146949405,0.02279502058601273
bright_low_sat_2x2,train_inner,luma_high__sat_high,495,39.31841143213137,-0.06428112068561592,0.9502053039242523,0.622653461225105,0.40157197495791247,0.02417052822055841
bright_low_sat_2x2,train_inner,luma_high__sat_low,705,37.23186665798755,-0.22960184516636192,0.7933338138228613,0.6455026573323189,0.4615081811465721,0.022347471635154586
bright_low_sat_2x2,train_inner,luma_low__sat_high,705,42.91483274148711,-0.4261924256669714,0.8850021876341908,0.470912780871628,0.14505424996306146,0.02546159186076822
bright_low_sat_2x2,train_inner,luma_low__sat_low,495,40.57194973724057,-0.5498266528351138,0.8092749123621469,0.48701616122265057,0.20368544428661617,0.025102873125837907
bright_low_sat_2x2,val_hard,luma_high__sat_high,64,33.40292766690254,0.6486335396766663,1.1953505277633667,0.6323897410184145,0.42134664103190106,0.02578947398433229
bright_low_sat_2x2,val_hard,luma_high__sat_low,166,34.17846094843853,0.23264868862657662,0.8064840385712773,0.6705600371561855,0.4986813135353916,0.021502282341426038
bright_low_sat_2x2,val_hard,luma_low__sat_high,23,35.44914229019828,0.882310038027556,1.39507360043733,0.5107033719187197,0.1936326370018116,0.033265705625324146
bright_low_sat_2x2,val_hard,luma_low__sat_low,47,35.047136387926464,0.5826235020414312,1.2163753509521484,0.5135320418692649,0.2503855745789007,0.024456120373562297
bright_low_sat_2x2,val_regular,luma_high__sat_high,61,38.97928047180176,-0.14039224093077612,0.9657602466520716,0.6188381929866603,0.3982606087773224,0.0248029177977902
bright_low_sat_2x2,val_regular,luma_high__sat_low,94,36.17308852013121,-0.08434853655226687,0.7523420820844934,0.6518833637237549,0.4654911486037234,0.02154431708077801
bright_low_sat_2x2,val_regular,luma_low__sat_high,89,42.47710950187083,-0.5689138776800605,0.8681441746400983,0.4802550874399335,0.15809362125468165,0.02681963403154625
bright_low_sat_2x2,val_regular,luma_low__sat_low,56,40.75515784536089,-0.41927974564688547,0.8228491715022496,0.48604270310274195,0.18963585146949405,0.02279502058601273
edge_sky_2x2,train_inner,edge_high__sky_high,550,38.29550553408536,0.0925493032282049,0.8645808549360795,0.6188827647946098,0.4292147563920454,0.029785088581795044
edge_sky_2x2,train_inner,edge_high__sky_low,650,41.24692177699163,-0.03353097768930288,0.8943542275061974,0.4996730236823742,0.1641454391025641,0.034010837181256366
edge_sky_2x2,train_inner,edge_low__sky_high,650,38.12566057351919,-0.35161062974196217,0.887223141009991,0.6342786152546223,0.4812390146233974,0.016177025091332883
edge_sky_2x2,train_inner,edge_low__sky_low,550,42.535355061617764,-1.0306879650462757,0.7647724151611328,0.4707368383624337,0.1302925918560606,0.01653057133440267
edge_sky_2x2,val_hard,edge_high__sky_high,114,34.44886353141383,0.6538250739114326,1.0242107290970652,0.6330445921211912,0.4434429984466374,0.0296620096390446
edge_sky_2x2,val_hard,edge_high__sky_low,45,34.6916069454617,0.5768369886610243,1.0721029917399088,0.532705796427197,0.17990149016203705,0.034190964905752075
edge_sky_2x2,val_hard,edge_low__sky_high,120,33.708734877904256,0.14294276237487794,0.8856344064076741,0.6701333443323771,0.5321639388020833,0.015567377943079918
edge_sky_2x2,val_hard,edge_low__sky_low,21,35.26745859781901,0.48389571053641184,1.350206284295945,0.5292022597222101,0.1648197234623016,0.016490772277826353
edge_sky_2x2,val_regular,edge_high__sky_high,79,37.74550626247744,-0.16339888753770274,0.7319578581218478,0.6145940355107754,0.41105178171149787,0.02935069620232039
edge_sky_2x2,val_regular,edge_high__sky_low,72,41.24412541919284,0.05645449956258138,0.9552338388231065,0.48940511378977036,0.14558581452546296,0.034562417668186955
edge_sky_2x2,val_regular,edge_low__sky_high,86,37.644633115724076,-0.21418513808139536,0.8689736654592115,0.6385748559652373,0.4801702140867248,0.015673703275794208
edge_sky_2x2,val_regular,edge_low__sky_low,63,42.092818123953684,-1.0054282536582342,0.8197249760703434,0.48063056360161494,0.1347634486607143,0.016610711413834776
edge_sky_2x2,train_inner,edge_high__sky_high,550,38.29550553408536,0.0925493032282049,0.8645808549360795,0.6188827647946098,0.4292147563920454,0.029785088581795044
edge_sky_2x2,train_inner,edge_high__sky_low,650,41.24692177699163,-0.03353097768930288,0.8943542275061974,0.4996730236823742,0.1641454391025641,0.034010837181256366
edge_sky_2x2,train_inner,edge_low__sky_high,650,38.12566057351919,-0.35161062974196217,0.887223141009991,0.6342786152546223,0.4812390146233974,0.016177025091332883
edge_sky_2x2,train_inner,edge_low__sky_low,550,42.535355061617764,-1.0306879650462757,0.7647724151611328,0.4707368383624337,0.1302925918560606,0.01653057133440267
edge_sky_2x2,val_hard,edge_high__sky_high,114,34.44886353141383,0.6538250739114326,1.0242107290970652,0.6330445921211912,0.4434429984466374,0.0296620096390446
edge_sky_2x2,val_hard,edge_high__sky_low,45,34.6916069454617,0.5768369886610243,1.0721029917399088,0.532705796427197,0.17990149016203705,0.034190964905752075
edge_sky_2x2,val_hard,edge_low__sky_high,120,33.708734877904256,0.14294276237487794,0.8856344064076741,0.6701333443323771,0.5321639388020833,0.015567377943079918
edge_sky_2x2,val_hard,edge_low__sky_low,21,35.26745859781901,0.48389571053641184,1.350206284295945,0.5292022597222101,0.1648197234623016,0.016490772277826353
edge_sky_2x2,val_regular,edge_high__sky_high,79,37.74550626247744,-0.16339888753770274,0.7319578581218478,0.6145940355107754,0.41105178171149787,0.02935069620232039
edge_sky_2x2,val_regular,edge_high__sky_low,72,41.24412541919284,0.05645449956258138,0.9552338388231065,0.48940511378977036,0.14558581452546296,0.034562417668186955
edge_sky_2x2,val_regular,edge_low__sky_high,86,37.644633115724076,-0.21418513808139536,0.8689736654592115,0.6385748559652373,0.4801702140867248,0.015673703275794208
edge_sky_2x2,val_regular,edge_low__sky_low,63,42.092818123953684,-1.0054282536582342,0.8197249760703434,0.48063056360161494,0.1347634486607143,0.016610711413834776
edge_sky_2x2,train_inner,edge_high__sky_high,550,38.29550553408536,0.0925493032282049,0.8645808549360795,0.6188827647946098,0.4292147563920454,0.029785088581795044
edge_sky_2x2,train_inner,edge_high__sky_low,650,41.24692177699163,-0.03353097768930288,0.8943542275061974,0.4996730236823742,0.1641454391025641,0.034010837181256366
edge_sky_2x2,train_inner,edge_low__sky_high,650,38.12566057351919,-0.35161062974196217,0.887223141009991,0.6342786152546223,0.4812390146233974,0.016177025091332883
edge_sky_2x2,train_inner,edge_low__sky_low,550,42.535355061617764,-1.0306879650462757,0.7647724151611328,0.4707368383624337,0.1302925918560606,0.01653057133440267
edge_sky_2x2,val_hard,edge_high__sky_high,114,34.44886353141383,0.6538250739114326,1.0242107290970652,0.6330445921211912,0.4434429984466374,0.0296620096390446
edge_sky_2x2,val_hard,edge_high__sky_low,45,34.6916069454617,0.5768369886610243,1.0721029917399088,0.532705796427197,0.17990149016203705,0.034190964905752075
edge_sky_2x2,val_hard,edge_low__sky_high,120,33.708734877904256,0.14294276237487794,0.8856344064076741,0.6701333443323771,0.5321639388020833,0.015567377943079918
edge_sky_2x2,val_hard,edge_low__sky_low,21,35.26745859781901,0.48389571053641184,1.350206284295945,0.5292022597222101,0.1648197234623016,0.016490772277826353
edge_sky_2x2,val_regular,edge_high__sky_high,79,37.74550626247744,-0.16339888753770274,0.7319578581218478,0.6145940355107754,0.41105178171149787,0.02935069620232039
edge_sky_2x2,val_regular,edge_high__sky_low,72,41.24412541919284,0.05645449956258138,0.9552338388231065,0.48940511378977036,0.14558581452546296,0.034562417668186955
edge_sky_2x2,val_regular,edge_low__sky_high,86,37.644633115724076,-0.21418513808139536,0.8689736654592115,0.6385748559652373,0.4801702140867248,0.015673703275794208
edge_sky_2x2,val_regular,edge_low__sky_low,63,42.092818123953684,-1.0054282536582342,0.8197249760703434,0.48063056360161494,0.1347634486607143,0.016610711413834776
filename_haze_2x2,train_inner,haze1_high__haze2_high,601,37.491259839887825,-0.357392341245629,0.7859485327899952,0.6268107412063738,0.41863516361619524,0.020927372736431745
filename_haze_2x2,train_inner,haze1_high__haze2_low,635,41.04724446694682,-0.09249184075302964,0.9606753431905911,0.5596077983069607,0.2949798216043307,0.026477159893389526
filename_haze_2x2,train_inner,haze1_low__haze2_high,617,39.19819123316043,-0.5502067624653177,0.7381281705884145,0.5356906200585527,0.2607090607695165,0.021677657013919018
filename_haze_2x2,train_inner,haze1_low__haze2_low,547,42.534955145018195,-0.28028449802991456,0.9439864638082724,0.5005009635819814,0.23301558667542657,0.0280260722241424
filename_haze_2x2,val_hard,haze1_high__haze2_high,129,34.1106154123942,0.23272530607474867,0.8680518246436304,0.6695824219274891,0.48069724240956074,0.02285818990262211
filename_haze_2x2,val_hard,haze1_high__haze2_low,46,34.01067120095958,0.851492923239003,1.1272524958071501,0.6078868281582127,0.3645678357110507,0.023515907662880163
filename_haze_2x2,val_hard,haze1_low__haze2_high,88,33.99619952115145,0.30735206604003906,1.002467307177457,0.6003616442057219,0.3984587757457386,0.02180284501413222
filename_haze_2x2,val_hard,haze1_low__haze2_low,37,35.60896620879302,0.8532822583172772,1.2860998720736116,0.5539822135422681,0.32768969594594594,0.032036904849716136
filename_haze_2x2,val_regular,haze1_high__haze2_high,83,37.01249722400343,-0.2107816489346056,0.6927276979009789,0.6234999798148512,0.40059348958333335,0.021386630361877292
filename_haze_2x2,val_regular,haze1_high__haze2_low,61,40.69702142183898,-0.11647671558817879,0.9386247103331519,0.5573372415831832,0.29860530652322403,0.02608173113072016
filename_haze_2x2,val_regular,haze1_low__haze2_high,91,38.49283423790565,-0.5234311701177241,0.7844534025087462,0.5584431149802365,0.28497110948946885,0.022699307486578658
filename_haze_2x2,val_regular,haze1_low__haze2_low,65,42.820838810847356,-0.282669184758113,1.0282792311448317,0.49878256298028506,0.2360530889423077,0.027229222655296325
filename_haze_2x2,train_inner,haze1_high__haze2_high,601,37.491259839887825,-0.357392341245629,0.7859485327899952,0.6268107412063738,0.41863516361619524,0.020927372736431745
filename_haze_2x2,train_inner,haze1_high__haze2_low,635,41.04724446694682,-0.09249184075302964,0.9606753431905911,0.5596077983069607,0.2949798216043307,0.026477159893389526
filename_haze_2x2,train_inner,haze1_low__haze2_high,617,39.19819123316043,-0.5502067624653177,0.7381281705884145,0.5356906200585527,0.2607090607695165,0.021677657013919018
filename_haze_2x2,train_inner,haze1_low__haze2_low,547,42.534955145018195,-0.28028449802991456,0.9439864638082724,0.5005009635819814,0.23301558667542657,0.0280260722241424
filename_haze_2x2,val_hard,haze1_high__haze2_high,129,34.1106154123942,0.23272530607474867,0.8680518246436304,0.6695824219274891,0.48069724240956074,0.02285818990262211
filename_haze_2x2,val_hard,haze1_high__haze2_low,46,34.01067120095958,0.851492923239003,1.1272524958071501,0.6078868281582127,0.3645678357110507,0.023515907662880163
filename_haze_2x2,val_hard,haze1_low__haze2_high,88,33.99619952115145,0.30735206604003906,1.002467307177457,0.6003616442057219,0.3984587757457386,0.02180284501413222
filename_haze_2x2,val_hard,haze1_low__haze2_low,37,35.60896620879302,0.8532822583172772,1.2860998720736116,0.5539822135422681,0.32768969594594594,0.032036904849716136
filename_haze_2x2,val_regular,haze1_high__haze2_high,83,37.01249722400343,-0.2107816489346056,0.6927276979009789,0.6234999798148512,0.40059348958333335,0.021386630361877292
filename_haze_2x2,val_regular,haze1_high__haze2_low,61,40.69702142183898,-0.11647671558817879,0.9386247103331519,0.5573372415831832,0.29860530652322403,0.02608173113072016
filename_haze_2x2,val_regular,haze1_low__haze2_high,91,38.49283423790565,-0.5234311701177241,0.7844534025087462,0.5584431149802365,0.28497110948946885,0.022699307486578658
filename_haze_2x2,val_regular,haze1_low__haze2_low,65,42.820838810847356,-0.282669184758113,1.0282792311448317,0.49878256298028506,0.2360530889423077,0.027229222655296325
filename_haze_2x2,train_inner,haze1_high__haze2_high,601,37.491259839887825,-0.357392341245629,0.7859485327899952,0.6268107412063738,0.41863516361619524,0.020927372736431745
filename_haze_2x2,train_inner,haze1_high__haze2_low,635,41.04724446694682,-0.09249184075302964,0.9606753431905911,0.5596077983069607,0.2949798216043307,0.026477159893389526
filename_haze_2x2,train_inner,haze1_low__haze2_high,617,39.19819123316043,-0.5502067624653177,0.7381281705884145,0.5356906200585527,0.2607090607695165,0.021677657013919018
filename_haze_2x2,train_inner,haze1_low__haze2_low,547,42.534955145018195,-0.28028449802991456,0.9439864638082724,0.5005009635819814,0.23301558667542657,0.0280260722241424
filename_haze_2x2,val_hard,haze1_high__haze2_high,129,34.1106154123942,0.23272530607474867,0.8680518246436304,0.6695824219274891,0.48069724240956074,0.02285818990262211
filename_haze_2x2,val_hard,haze1_high__haze2_low,46,34.01067120095958,0.851492923239003,1.1272524958071501,0.6078868281582127,0.3645678357110507,0.023515907662880163
filename_haze_2x2,val_hard,haze1_low__haze2_high,88,33.99619952115145,0.30735206604003906,1.002467307177457,0.6003616442057219,0.3984587757457386,0.02180284501413222
filename_haze_2x2,val_hard,haze1_low__haze2_low,37,35.60896620879302,0.8532822583172772,1.2860998720736116,0.5539822135422681,0.32768969594594594,0.032036904849716136
filename_haze_2x2,val_regular,haze1_high__haze2_high,83,37.01249722400343,-0.2107816489346056,0.6927276979009789,0.6234999798148512,0.40059348958333335,0.021386630361877292
filename_haze_2x2,val_regular,haze1_high__haze2_low,61,40.69702142183898,-0.11647671558817879,0.9386247103331519,0.5573372415831832,0.29860530652322403,0.02608173113072016
filename_haze_2x2,val_regular,haze1_low__haze2_high,91,38.49283423790565,-0.5234311701177241,0.7844534025087462,0.5584431149802365,0.28497110948946885,0.022699307486578658
filename_haze_2x2,val_regular,haze1_low__haze2_low,65,42.820838810847356,-0.282669184758113,1.0282792311448317,0.49878256298028506,0.2360530889423077,0.027229222655296325
